,label,text_changed
23892,2,candidato al congreso de la republica por lima  pilar blas chavez  marca la k y escribe el numero 24   fuerzapopular  limanorte
25712,2,lilian alvarado del  ppc indica en la importancia de trabajar en la paz social y justicia para todos  debateelectoral
2946,0,calpcharly morael pegalon sigue siendo candidato del partido morado al igual que el resto de abusadores que lleva por todo el pas
32380,1,gran debatejulio guzmn vs mijael garrido leccala verdad solo la verdad y nada ms que la verdadpartidomoradoapranuncamasfujimorismonuncamas
1493,0,rt virgilioacuna la gran corrupcion o los amigos que nunca trabajaron en el congreso el vagazo de mauricio mulder el brujo de cachiche
8657,0,como le debe joder que mientras  markvitto es el ltimo romntico julioguzman result ser tremendo desleal y cobardesu mujer le para la olla y ese mserable as le pagapartidomoradopartidomoreton
15198,0,abrelosojos mauricio mulder siempre luchador inteligente y honesto
17444,0,lo que no tiene sentido es tu paiducho de dos por medio y tu reciclaje de terrucosprogres y dems especiesincluidos tmantenidopartidomorado partidomoradomoradadeproterrucosnoalaideologiadegenero noalmorado ma congresofuturo2020 gatitadelsur
34031,0,"renzo becerrilmuldergarcia belaunde ibaez 

parece hijo de hector becerril  mauricio mulder con un toque de conchudez de vitocho"
7664,0,canalhsj el jorobado blogcyh se apellida   moracandidato del partido moradopone morada a su esposao sea al morado dile
21598,0,toda la campaa que hizo julio guzmn se acaba de ir al tacho julioguzmn cuartopoder partidomorado estiempodedecidir
10600,0,"ya callate la boca
festejaremos cuando te echen a puntapies de accionpopular"
9984,1,me llevo bien con los ex de adrianaquevedo jaja hasta jugamos pichangas combinadoptv yosupereamiex
34663,2,eleccionescongresales2020 marquemos la  k10  fuerzapopular  elguardiandelaconstitucion
9379,2,el peru necesita recuperar la confianza en sus instituciones y sus representantes  para eso el  ppc  que es  unequipoquejuegalimpio  ha publicado 21 proyectos de ley y tiene candidatos que trabajaran desde el primer diadebatecec2020  debatetvperu
7765,0,hersegami gestionpe julio guzman renunciar al partido moradodir que es gay se presentar con su esposa y su partidaria en
18452,0,mario si me dio pena con esta frase se que hoy en dia es muy dificil q una chica se acerque a mi jajajaja soltera remix en al aire
14640,0,victorandresgb y usted se fugo de varias votaciones cuando se debatian sanciones contra el fujiaprismo y sus entornos mafiosos tan cobarde o mas complice de aquellos a quienes critica siendo de accionpopular
17788,2,peru propuestas claras  hechosnopalabras nosotros ya tenemos los proyectos ley en torno a nuestras propuestasalguien masppc
11672,1,fuerzapopular   en la ultima eleccion presidencial  en piura obtuvo el 55   de votos validos
9617,0,taaaanto que se mueren por saber de mi vamo a dejar que me stalkeen para que luego se puedan ir felices a la mrda
27782,0,vasquezkunze de  fuerzapopular hablando de caviares copando poderes y lloriqueando  debateelectoral
22942,1,elecciones2020  candidato carmen omonte partido alianza para el progreso propone priorizar el debate para la despenalizacion del aborto por violacion en app no hay una posicion tomada al respecto pero cree que se debe poner el tema en agenda
19381,0,"a la mierda el apra de alan y mauricio mulder lleva delincuentes al congreso 

no conviertas otra vez al congreso en nido de ratasipsos"
16672,1,vmanriquez opino que el nombre de partido morado no pudo estar mejor elegido recuerda ese popular refrnni chicha morada ni li
21102,0,partidomorado claro con encuestas truchas cualquieraelecciones2020 eleccionescongresales2020 peru perudespierta partidomoradomoratedejamoradopartidomoradomoratedejamoradoguzmanesvizcarra guzmala partidomorado trae pegalones proterrucos y chupasangres reciclados dl estado
10130,1,no soy celosa slo marc mi territorio
31485,0,caretas juansheput sostuvo que el lder del partido morado es un cobarde y que no se encuentra calificado para ser el gobernante de
28612,0,pbodigital el partidomorado  del mantenido julioguzman es un reclutado de comunistas rabiosos antifujimoristas convenidos antifujimoristas  como los periodistas para ganarse un puesto  no te expongas  diles  no 
9056,1,x las calles de lambayeque la temperatura electoral va ms x personas que por partidos aunque el partido q ms recuerdan es el   partidomorado  y  el fa de la flor rojate mencionan a  antoniouriae de somosperu carlosbalarezo  de contigo  se han olvidado de los acua
16416,0,hersegami rey con barba y tu dela julio guzmn del partido morado pas de partido pegaln apartido incendiarioque tipo para sini
31490,1,carlosjmunoz ya consiguieron su funko pop de julio guzman este va derechito a mi repisagracias por la idea a dolivera95 
8398,2,luismedinasir el 85 hizo lo suyo el 2018 con el referndum los fiscales lavajato y cuellos blancos hacen su parte el presidente vizcarra  cerro el congreso el tc hizo lo suyo ahora le toca a los votantes consolidar los avances por un mejor per  por eso voto por el partidomorado 
1290,0,"sumados a fuerza popular contigo app y apra
quienes se opusieron al cierre del congreso accion popular
quienes quisieron suspender al spr vizcarra accion popular
quienes quisieron poner de suplente a meche araoz accion popular
accionpopular
accionpopular"
8837,1,independientemente de los lamentables sucesos que afectaron al partidomorado no perdamos de vista el hecho que un sector de la prensa y sorpresivos destapes demolieron en un par de dias a encumbrados candidatos meditemos
8988,0,que tal partidomorado  te me caste julioguzman yo que el me retiro ya mucho roche 
35318,2,dreddpooh adrianzeneduard tenemos que resaltar que el partido morado no blinda a nadie y que fue el partido morado quien exigio a daniel mora a presentar su renuncia el est fuera por lo tanto mi voto sigue igual partidomorado
3075,0,hipocresiaroja los partidos que apoyan a vizcarra en su blindaje a graa amp montero y odebrecht son  partido morado  somos peru acci
10050,1,elohaling ayyy no deb haber tuiteado esto olvid que estabas por ac no me odies  hablo en serio no es sarcasmo 
5846,0,buena columna de marisaglave todo tiene su final y el drama del congreso fujiaprista acaboy no olvidar al momento de votar los partidos q impulsaron la crisis y que en negacion buscaron una presidenta de reemplazo fuerzapopular accionpopular contigo apra app
9880,0,lo increblemente rapido que se ha esfumado mi dinero y todava falta ao nuevo
35678,0,el fin del partido morado  que tal sinvergenza como le pudiste ser infiel a tu esposa encima que te mantena y lo peor que te fuiste corriendo del hotel si velar por la salud de tu acompaante cuartopoder julioguzman partidomorado elecciones2020
857,2,chelais marcelitaaa aprovecha nuestro hermoso clima no sabes cunto se extraa
12321,0,pbodigital danielmora pegaln en el partidomorado phillipbutters sus principios y valores son tapar a los pegalones e incluir
26179,2,hoy en el micro a una chica se le cay su celu y el cobrador y una chica gritando de quien era lo bueno es que nadie se lo qued
25308,0,mi doctora cuchicuchijulito porrompompnven te espero en el colchnllegar a la una puchiqu dir a mi cucuchidi q vienes a almorzarsi te voy a devorarno demores no me anhelasno demoro prende velasq nos vamos a incendiar julioguzman partidomorado
24679,0,urgente mientras la pituqueria limea del partidomorado quiere fronteras abieas los peruanos de verdad le ponen el pare a estos venezolanos faltosos va por la nia que ultrajaron en ate estos malditos he dicho
19078,0,si verdaderamente queremos cambiar el devenir politico de nuestro pais no votemos por corruptos y complices de la corrupcion fuerza popular apra accion popular alianza por el progreso solidaridad nacional contigo ni por tibios como el partido morado
28648,2,rmapalacios por la misma razn accin popular nunca mspartidomorado tiene buena lista de candidatos con gran preparacin para sacar al peru  de este lodo
35221,2,partidomorado encabeza lima unequipodeverdad 
30396,0,rt luzbettgonzales pcaterianob entonces mauricio  mulder esta confirmando que alan garcia tenia un topo en la fiscalia 
22163,1,cornejorugel31 ya me imagino su calor que debe estar haciendo all ya me imagino negra
27412,1,era menester que el votoobligatorio fuera tal frenteamplio trabaja para el gobiernodechile  pero ganaremos el 26abril20 que raro pepe auth vot a favor ya estamos en campaa antes que se inicien algunos meten miedo pero chiledespe yoapruebonuevaconstitucion
31713,1,rosah2022  estimados ciudadanos les comparto el video porque hay mucha desinformacin sobre el 
4893,1,ni siquiera subi a la montaa mas alta porque es muy peligroso solo el camino es angosto oe yo queria mi foto con la llama
392,2,zabdielitasm zabdiel1344 ya quiero ver la segunda
35116,1,sofiaes75112804 karlacalle jneperu dmorazevallos tremenda troll karla o dire periodista haciendo guerra sucia apartidomorado
2473,0,perez   el dinero de los contribuyentes peruanos no debe ser para pagarle a  keiko    cuestiono el sueldo que le asigna  f
2366,0,siempre me gusta ir a la base de los problemas una de las grandes culpables dela violencia hoy es lilyperez ella abri lapuerta al frenteamplio alcongreso q son los mayores defensores de la primeralinea no olvidar renalmeyda1 eladiofloreshu1 tioleguas
16397,0,ferblog ahora entienden por qu se llama partidom orado  peru abre los ojos
14040,2,ramos como el agua y el aceito en un momento pero al final llegamos a mezclarnos en un sentimiento mutuo
1342,0,"despues de este debateece2020 solo quiero confirmar que estos seran los partido politicos por los que no votaremos por ninguno de sus postulantes

fuerza popular
apra
solidaridad nacional
alianza para el progreso"
5610,2,me emociona mucho que les pasen cosas bonitas a las personas que quiero
32831,2,estoy comprometida en apoyar el derecho al voto de los hermanos peruanos que viven en el extranjero  voto2021 y crear el distrito 27 que nos dara representantes en el parlamento  peru demostrando que el peru esta primerounequipoquejuegalimpio  ppcperu
3732,2,madametempestad rppnoticias partidomorado basta con votar o marcar con x por el partidomorado   para que contribuya a que salga de congresista el pegaln danielmora debido a que es el no 3 mejor ubicado que su secretario general  
13522,2,peru nuevas caras en el  ppc eso es importanteesto suma para el cambio que quiere el pais
23446,2,julioarbizu con ese bailecito ridiculo ni siquiera un circo te va a contratar aunque te revientes voy a marcar la estrella del apra y el numero 1 de mauricio mulder
13790,1,nuestro candidato por  limase encuentra enexponiendo los proyectos de ley que presentara la bancada del  ppc en el proximo  congreso
16179,1,ella es shaki  una noche  llego  a casa   siguiendo a mi hijo  estaba delgada  sucia  con sus patitas debiles y arqueadas  no la pudimos dejar ir  hoy es mi compaera inseparable    adoptanocompres  perrosinraza  animalista  fuerzapopular  elecciones2020
29867,2, en esta navidad todo regalo es bueno decir te quiero es mejor pero un regalo y un te quiero es mucho mejor 
1907,2,mauriciomulder la capacidad de defensa a la constitucion y la democracia nadie la tiene tan clara como mauricio mulder
12079,0,augusto2412 vizcarra vizcarra tus reformas fracasaron vizcarra dictador vizcarra incapaz jefe del partidoojomorado partidomorado
35524,0,rppnoticias si marcas x por el partidomoradoen cualquier de sus casilleros contribuirs a que danielmora lo elijan de congresista y tenga consiguientemente inmunidad parlamentaria no te dejes engaar tiene el no 3 de la lista 
16915,0,exitosape si marcas x por el partidomoradoen cualquier de sus casilleros contribuirs a que danielmora lo elijan de congresista y tenga consiguientemente inmunidad parlamentaria no te dejes engaar tiene el no 3 de la listay carlomagno el no 4  miento
18829,0,"los peruanos no debemos olvidar en estas elecciones quienes fueron autores y aliados corruptos q pretendieron gobernar el pais desde el congrezoo
con nuestro voto desearemos q le hagan otra vez la vida imposible al pais fuerzapopular apra accionpopular app ppc contigo"
29276,0,beingolea y varios tipos del  ppc  sin tener congresistas  le hicieron la comparsa al  fujiaprismo con la cantaleta del  golpe de estadofueron aliados del apra el 2016  no lo olvidemos al momento de votar este 26 de enero 2020
4838,2,porque al ppc le preocupa todos los peruanos  leyes concretas para nuestros hermanos en el extranjero  ppc  unequipoquejuegalimpio
20813,0,partidomorado proterrucos guzmala guzmantopodenadine guzmantopodevizcarraconmdemain guzman  vizcarra  golpista y antidemocratico
23064,0,"rt salvajedigital despluman a gallito aprista en vivo 
en menos de un minuto sagasti le pinta la cara a mauricio mulder durante bro"
29308,1,soria del  ppc sobre la comision de etica como que debe ser hecha por cada representante de la bancada y debe generarse la prueba del poligrafodebateelectoral
79,0,mi mejor amigo me quiere revender un cupn para un fds en un hotel en chincha qu voy sola o qu te pasaste de pendejo renzoariza
6068,2,"seamos solucion seamos protagonistas decidamos nuestro futuro somos accion
nuevamenteadelante accionpopular laloleonap7 accionpopular mesiasguevara"
16803,0,zavandija llega al chompiras la vocesita de cojudo que pone en la entrevista semejante sinvergenza y cobarde partidomorado julioguzmanperu
9736,1,mi culpa por comentarle en primer lugar
4322,0,otro caso que demuestra que a la izquierda no le importan las mujeres slo le interesan los casos convenientes a su nefasta ideologa y en los que calcula obtendr rditos polticoshipocresa doblerasero izquierda partidomorado danielmora julioguzmn
30877,2,"propuesta
nuestro mar debe ser protegido ante las amenazas del cambioclimtico por lo que propongo retomar el proyecto de ley de recuperacin de la zona marino costera
en este video te explico de qu trata 
cambiemosjuntoselper

marca la  del frenteamplio y escribe34"
26266,2,maagazu pierinadiure los sobrevivientes llenos de luz son vitales para el mundo porque contagian esperanza
13945,0,despertar con la noticia de esta terrible tragedia  dios los tenga en su gloria campeones  sabidura y resignacin para las familias
27034,0,pero que se puede esperar de un don nadie que solo miente al pueblo ademas que pertenece a un grupo lleno de corruptos piensaantesdevotar eleccionescongresales2020
3802,2,patarevalo ud no forma parte de grupo superior moral q condenaba a solidaridadnacional por castaeda su anterior presidente y fundador y ahora pide santificar a partidomorado aunq su actual presidente y fundador julioguzman sea impresentable cosasdelavida no hay q escupir al cielo
24845,0,julianaoxenford alberto belaunde esto no merece solidaridad sino verguenza hipocresa antecedentes de los candidatos del partidomorado pegadores dmorazevallos y deudores de alimentos y julioguzmanperu lo sabe atentos  a este video de combutters recien subido
24371,0,ideeleradio rodolfo prez se le ha pedido la renuncia a daniel mora tanto al partido morado como a su candidatura pero hasta ahora
5871,2,en accionpopular siempre hemos luchado contra la corrupcion por ello en el congreso2020 vamos exigirle transparencia a todos los actos que ejerzamos los funcionarios publicos y modificaremos la inmunidad parlamentaria permitiendo que esta solo se aplique para fiscalizar
3639,0,gestionpe julioguzman renunciar al partidomoradodir que es gay se presentar con su esposa y su partidaria en conferencia de prensahuir del per hasta que las cosas se calmengorriti y vizcarra lo abandonarnrenunciar debelaunde y ginocosta
18435,1,madame36 martita mi pueblo es impredecible coma sopa seca con carapulcra
11969,1,hector se nota que has estado leyendo los textos del minedu     eleccionescongresales2020  fuerzapopular
19375,0,para mauricio mulder el sueldo de congresista no alcanza y ahorro poco en 20 aos por que intenta regresar si no esta conforme el perrito guardian del mas ladron y asesino de la historia se contradice que otra cosa puede hacer mulder si solo sabe mamar del estado comenten
3102,0,jaicec portada de la repblica no dice nada del fundador del partido morado agresor de mujeres habra hecho lo mismo si el agresor f
20425,0,charitoabc qu desgracia result ese partido morado un puado de agresores de mujeres y peor an su lder engaa a la mujer que lo man
32363,1,estamos en vivo con rmapalacios por radiosantarosa sintoncennos m23 ursulamoscoso partidomorado
34976,2,jbcperu alguna duda de que el partido morado sea oficialista yo ninguna y t tampoco as que no seas tan suave vitocho https
21876,0,asi son los del  ppc  alcahuetesdelfujiaprismo
29111,1, glatzeuesta conductor de nohayderecho coment el caso de julioguzmn y dijo que lo ltimo que se ha difundido sobre el lder del partidomorado lo pinta de cuerpo entero  ver editorial completo 
31659,0,pbodigital danielmora indic que lo ocurrido fue un incidente y que dir su verdad renunci a su candidatura y al partidomorado
34191,1,frenteinvisible hilo ya que conocemos a florencia lagos doris gonzalez y aland castro ukamau esteban silva alejandro navarro y
25411,0,vergenza total la ministra de la mujer acepta que saban de la denuncia contra mora por agresin a su esposa pero no dijeron nada porque le pidieron confidencialidad no hay duda que el partidomorado es aliado del gobierno de vizcarra
22208,0,rodrigo es malo me deja sola una semana
27825,0,que  accionpopular este tan arriba es realmente preocupante  su performance en los municipios es de espanto  que miedo pensar que su gente poco preparada sea mayoria  lo de  fuerzapopular y  alianzaporelprogreso mejor lloremos desde ahorita   eleccionescongresales2020
2919,1,alexandercasas un reciclado del partidomorado
9364,2,elperu propone que todos los funcionarios publicos pasen por el poligrafo  esta son propuestas de  unequipoquejuegalimpio  ppc
18715,0,lucianolopez27 accionpopular partidomorado fuerzapopularpe accionpopular es hoy un partido d oportunistas escudandose en el recuerdo d fernando belaunde terry cuyos familiares los belaundes y diezcanseco lo manejan segun sus intereses o afinidades politicas algo les debe vitocho a la corrupcion partidaria
3723,0,leahsacin jaimechincha la periodista zenaidasolis del partidomorado en rpp descubre su triste ingenuidad de captar votos a costa de su propia dignidadmenciona una entrevista en directo a fujimori que no pudo preguntar lo que quera xq no la dejaban en  latinape 
6995,0,candidato del frente amplio fue recluido en carceleta del inpe frenteamplio
25728,2,nuestra candidatadelequipoquejuegalimpio en recorrido por jesus maria llevando las propuestas delperuponle20alcongreso la juventud comprometida con el peru  ppc
22510,0,un poquito amarga mama unasemanadel2017yyo felizdiadereyes otconcierto hablavillaran siguemeytesigo
10125,1,pasajes maleta mis 3 potes de bronceador alguien est emocionada excepto por dejar a salem solito
35050,0,pbodigital combutters candidata del partidomorado zenaidasols en una entrevista arregladaza con alberto fujimori se repite la
21198,2,vrpt7 el apra se sepult junto a haya de la torre sus procedentes fue una corrupcin absoluta de ustedes no se escucha propuestas mi voto  con conviccin sigue siendo por partidomorado
11740,0,la  democracia  en el peru es un mamarracho donde un empresario puede regalar mas de 3 millones de dolares para influir por  fuerzapopular
19662,1,pabycaceres11 maana martes desde las 6 pm estar en un debate electoral en la universidad san marcos estn cordialmente invitados
9759,2,bailaste hermoso emiliadrago gracias por el apoyo a fiorellacayo1
15919,2,soy fujimorista   fuerzapopular
29770,0,consejodepata lcp te da solo una galleta rellenita de 30 cntimos y un vasito de cifrut
17521,0,para decidir mi voto por el partidomorado me gustara leer o escuchar a los mismo que deslindaron de dmorazevallos y solicitaron su renuncia acaso dejar a su suerte a una persona en peligro no es indiferencia e incluso linda con la violencia cuartopoder noticiamerica
20743,0,danielmora indic que lo ocurrido fue un incidente y que dir su verdad renunci a su candidatura y al partidomorado tras conocerse caso de violencia familiarpbodigitalphillipbutters keiko mulder mora vizcarra bara per urgente
1013,1,vedazs16 y tambien accionpopular
5727,0,"peligro

todos los izquierdistas comunistas progresistas socialistas etc se han depositado como liendres en accionpopular y en el ojomorado con el proposito de no ser detectados por el electorado en los proximos comicios e imponer su agenda de genero feminista y lgtbi"
20664,0,rafaelvasquezn partidomorado tienen trnsfugas en su lista al congresotienen el discurso de nueva clase poltica contra partidos tra
26950,2,abrelosojos malditaternura muy bien mauricio mulder aplomo y claridad
21737,2,este 26 de enero yo voto por ppc marca el mapa del peru  1  2https
15868,1,a fiscalizar  es el momento de avanzar en todos los sectores del estado  sobre todo en educacion y fortalecer los valore
26579,1,rt crespoap nota de hoy 15012020 en el diario el popular que titula propone autonomia de la procuraduria la puedes hallar en la pag
15395,0,rt yoni3556luis hay escasos y debiles mentales fujitroles q votaran x estos infelices limitados y sinuosos polit
29966,2,"accionpopular partido con menor rechazo del votante
graciasperu en chiclayo peru"
13549,2,el  ppc no espero que la  alternancia y  paridad sea obligatoria  desde ahora sus listas se caracterizan por eso  da el ejemplo
3692,0,julianaoxenford claudiacisneros aqu estn las liblulas de vizcarra camufladas en el partidomorado  dentro de los 6 primeros de la lista  sea si marcas x en dicho partido contribuirs a que ingresen ellos y daniel mora que es el no 3 al congresoperu
17964,2,sorprende como el ppc  que es el unico partido sin un solo condenado por violencia familiar ni violencia de genero a nivel nacional  ni siquiera en provincia  no pase esta vallaojala remontenppc  elecciones
19553,0,mauricio mulder ahorre poco porque el sueldo de congresista no alcanza atvnoticiasmatinal
19792,0,candidato del frente amplio fue detenido tras ser condenado por corrupcin freddy mariano rosario ziga fue recluido en la carceleta del inpe frenteamplio elecciones2020 freddymarianorosarioziga
9141,2,el  ppc tiene buenos cuadros y volvera al congreso al igual que otras organizaciones
5059,0,claudiacisneros nada queda de ese canal n que informaba la verdad cuando todos los medios estaban vendidos que pena
11110,0,rt alcoperu mauricio mulder partido apra aficionado a las corridas de toros y por cierto enquistado en el congreso desde hace mucho
18854,0,recordemos q sacaron al partidomorado de anterior eleccion tanto temen q participe nadie q vota x los morados vota x apristas pero si pueden votar x accionpopular q fue aliado de las mafias en el congreso disuelto votabien no dejes que sean primera mayoria aliados de fp
23798,2,"6 debate  nos encontramos en el ensayo del debate del jneperu se realizar el da de maana a las 800pm las y los esperamos  estamos junto a pavese y enriquefcha
 nosomosinvisiblessomosinvencibles
cambiemosparadigmas 
 frenteamplio marcalaflor escribeel6 6"
5825,1," por accionpopular
 por madre de dios 
 

en mi pagina de facebook estan todas mis propuestas

selva puertomaldonado madrededios congreso2020 accionpopular
eleccionescongresales2020 congresofuturo2020 peru  cusco arequipa tambopata elecciones2020 iapari"
6350,0,escuche ayer atentamente a garrido lecca gente joven que como hoy mauricio mulder reconoce parcialmente que no es voz en este partido creo que con 4 jovenes este presidente quedara como un mal recuerdo todos hablan de todo y la cantidad de despedidos con 12 15 aos se tiran la p
4139,1,estamos asistiendo al preciso momento en que el que muere el partidomorado cuartopoder
22943,1,"loultimo la candidata de alianza para el progreso por ucayali melissa carrion publico un video donde se muestra contraria a las politicas del estado en temas de igualdad de genero en la educacion ojoelectoral2020 

"
2181,1,imcultura montevideoim feria de tristn narvaja ste es el tipo de cultura  que promueve la imm del frenteamplioy a uds quin los culturiza uruguaynatural 
15574,2,noes91 el domingo votar por el frenteamplio  a pesar de sus pasivos ha apostado por una lista diversa de buenos cuadros y hast
6157,1,rt gabrielitaaa10 veritatisperu percenteno ahora guzman juntos por el peru ppc la izquierda y accion popular alianza por el progres
22932,2,"ultima encuesta de ipsos peru accion popular seguira trabajando a favor del peru adelante 

siempremorales
accionpopular pedromorales ap8 ece2020"
30872,0,leyantisaqueos este proyecto se de debe a hacer cargo el frenteamplio  s se debe reserva de constitucionalidad porq es inconstitucional porq se une el poder poltico en contra de las manifestaciones y lo trata de quebrar en la zona cero los esperamos chiledespeo 16ene
22190,0,lo ms triste es que debo llegar a terninar un ensayo para maana prayforsergi
17789,1,ppc de todasdecidido
5071,0,rathaly falleci el perro de mi amigo pazuz por eso lo recuerdo as no me tires un zapato estoy tristita
11727,2,fuerzapopular   solidaridadnacional   apra  contigo   accionpopular   alianzaparaelprogreso los seis par
33679,1,"vecinos de santa rosa san juan de lurigancho apoyando al equipo 33 en la difusion de una opcion que busca renovar la politica

ap max33 accionpopular eleccionescongresales2020"
2112,2,"proponemos el cambio de constitucin y la lucha frontal contra la corrupcin venga de donde venga va latinape
cambiemosjuntoselper
marca la  del frenteamplio y escribe34"
24085,2,martha chavez  primera mujer presidenta del congreso  fuerzapopular  marquemoslak  k1
18490,0,mar negro q se haya cado un avin lleno de msicos mdicos q enviaron para alegrar a la gente en siria me deja segura q no existe dios
26415,0,giulianacaccia estoy seguro fue un ajuste de cuentasy ademas el gobierno ya le quito el apoyo porque los moraditos no levantan y para que la oposicion no tenga mayoria van a polarizar apoyando con todo a sus aliados d accionpopular
820,2,fernandomerino lizzfrr buen dato lo pondr en prcticaaaaaa gracias
3011,0,enrique54008266 en el debate por el acuerdo de escazu una persona del pblico cuestiona la participacin de santibez y pepi patrn
23874,2,eleccionescongresales2020 marquemos la  k  y escribe   k10  fuerzapopular  k35
12547,0,partidomorado nido de caviares corruptos izmierdistas socios d vizcarra vizcarratusreformasfracasaron vizcarradictador vizcarraincapaz fraudeelectoral votoelectronicoesfraude vizcarradictador eldepadelamor depadelamor partidomorado partidocomunista
15602,1,"caretas abord a la candidata del frenteamplio gabriela salvador gabsalvador85 sobre las encuestas electorales
"
8027,1,ursulamoscoso hoy tenemos en vivo a mvillalbaperu candidato por el partidomorado para conversar sobre nuestras propuestas para este
3520,2,anajarav danielfolivares alberto belaunde julianaoxenford julioguzmanperu en sus paredes y pancartas tienen foto de julioguzmn su lder quien les marca el horizonte el domingo en la franja electoral sali l a llamar al voto por el partidomorado
27518,1,la abogada de  keiko acaba de se alar que no hay organizacion criminal  cuellosblancos  porque asi ha concluido el tribunal
7151,0,haber gente  estoy leyendo comentarios como  partido moreton  o  partido malertante  no podemos generalizar  que una persona de ese partido sea una basura no significa que todo el partido lo sea tenemos que estar en contra de  fuerzapopular entro otros   partidomorado  elecciones20
3594,0,dmorazevallos ante un caso de violencia de gnero por un postulante del partidomorado debe haber pronunciamientosniunamenos  violenciadegenero danielmora partidomorado julioguzmanperu alberto belaunde jneperu mimpperu
28551,2,madametempestad rppnoticias partidomorado basta con votar o marcar con x por el partidomorado   para que contribuya a que salga de congresista el pegaln danielmora debido a que es el no 3 mejor ubicado que su secretario general  
32645,1,nuevo recorrido  estuve por el cercado de lima explicando mis propuestas a la ciudadania ppc 2  7eligebien https
6137,2,"muy poco se ha avanzado en el sistema educativo y de salud peruano es hora de hacer la diferencia
por ti
por nuestras familias
por nuestro pais
a1pasodelperuquemereces
este 26 de enero
marca  la a de alianza para el progreso y escribe  el numero 1"
29419,1,que el finde sea para hacer cualquier cosa que a uno lo haga feliz lo que sea pero que sea lo que a uno le de la reverenda gana
22623,0,accionpopular y frenteamplio  ambos de la misma linea gobiernista despliegan sus redes para capturar votos morados ante el desbande de simpatizantes del partidomorado  al parecer los morados se estan quedando en modo ciro hueso y pellejo peruabrelosojos
7020,1,el frente amplio tachira invitan a  toda la sociedad civil partidos polticos de san cristbalandrs bellocapachoguasimoscordoba y torbes al encuentro zonal con el bloque parlamentario de la asamblea nacional por el estado tachira frenteamplio encuentrozonal vamoscontodo
18271,2,hora de seguir soando muy bonito
22171,2,ramos como el agua y el aceito en un momento pero al final llegamos a mezclarnos en un sentimiento mutuo
28006,0,frinzmann te webean el pro terrorista sagasti dice que vern los escndalos dentro de su partido morado despus que tengan inmunidad
8879,1,les comparto mi presentacin en el debate de diario el correo piuradonde expuse nuestras propuestas como partidomoradonosotros nos hemos tomado en serio estas elecciones y por ello vamos con propuestas claras y contundentesvotamorado
203,0,daneng a ud parece que s porque la educacin que todo mundo recibe por lo visto le choca de sobremanera
5338,0,maldito gordo creacin de coca cola v feliznavidad
34631,2,durante gobierno fujimorista  se construyeron 3 000 colegios  seguro escolar d salud  programas del millon de buzos  idem zapatos  vacunacion 100   erradico sarampion y otros   desayunos escolares  libros  bibliotecas y laboratorios   fuerzapopular es fujimorismo  marca  k
7618,0,peru en eso tienes razon fingi  el  fujimontesiismopuroyduro compro todos los boletos para la disolucion   pero no olvidar a los q con su voto validaron el sabotaje   fuerzapopular  accionpopular  app  bartra  vilcatoma  ahora  solidaridadnacional   heresi   sheput   contigo
11761,2,el presidente alberto fujimori  redujo la hiperinflacion de 7000 a 3  nos reinseo al peru en el mercado internacional  por eso el 26 de enero marquemos la  k  fuerzapopular
15175,0,rt juanlazomacedo esquinabaja mauriciomulder ya fue mauricio mulder abrelosojos firulais la ciudadania te rechazo asi como al apra
8103,0,julioguzmn confirma que abandon a dirigente del partidomorado en incendio lo de las velitas sinceramente a la nica a la que le debera interesarle es a mi esposa video gt
30112,2,este 26 de enero marca la lampa y escribe el 36 de francis36  36delalampa francisalcongreso accionpopular congreso2020 laultimadelafila losultimosseranlosprimeros
9178,1,elperu ha formado un equipo que mezcla juventud y experiencia  para este nuevo congreso proponemos 4 ejes de accion
1090,2,"este momento historico demanda la mas alta responsabilidad de todas las organizaciones politicas y de todos los ciudadanos por ello accionpopular se compromete a trabajar en favor del pais 
dandole gobernabilidad al ejecutivo sin perder de vista nuestro rol fiscalizador 22"
18892,1,rt erika60741621 dr jose felix un ciudadano como tu trabajador honesto leal y consecuente a sus principios arequipa llevemos nuestra
11874,2,en la vida se puede ganar  empatar y hasta perder pero jamas dejar de luchar  seguimos avanzando a paso de vencedor    fuerzapopular  k10  elguardiandelaconstitucion
12399,2,sofiaes75112804 javaliaga malbeg15 partidomorado alberto belaunde mi voto tambin sigue siendo para el partidomorado
33783,0,el alanista mauricio mulder se presto a participar en el ridiculo show politico de beto ortizcon este catastrofico resultadoel rechazo de los espectadores fue abrumador
12349,0,perunewsale guzmn sobre incendio en departamento no volv porque me dijeron que no era necesario indic que las explicaciones s
3833,2,politicaecpe los morados estn en contra de cualquier expresin de violencia es un partido y organizacin de verdad y siguen para prevenir y erradicar cualquier conducta acto de violencia e intolerancia por lo tanto mi voto sigue igual por partidomorado
15731,0,"el partidoporladignidad va a ser lo mismo que el frenteamplio 

se presentan como nuevos pero son las mismas ideas fracasadas y empobrecedoras de siempre"
11468,0,el frenteamplio donde laconvergencia y rdemocratica rasgan vestiduras por la aprobacin de la ley anti saqueos y barricadas pero nosotrs no olvidamos que ellos lo votaron a favor cuando se discuti por primera vez
22896,1,"rt pbodigital vizcarra soy una persona de palabra no hay posibilidad de reeleccion

descarto que pretenda postular a la presidencia"
