,label,text_changed
3169,2,mapy rmapalacios morado persona rechazamos  tajantemente tajantemente tajantemente acto violencia familiar genero
12952,0,verolinaresc gloriamonteneg mimpperu judicial fiscaliaperu minim acuciosa postulo mora morados  moretones moretones diles expongas entorno
2255,0,coalicion alineo equipos manipuladores  campa argumentos discuten ramaseko debaten memes copy page algun link apoyar argumento
26884,1,mauricio mulder esposa pegalon desgraciado  azulado daniel mora amenazada
32703,2,perusabias  ppc ppc ppc unico partido lista paridad alternanciaelecciones2020 debatepovperu deba
35853,1,pseudo democracia
16165,0,peru invitan delincuentes entrar carceles invitaron congresistas fuerzapopular abandonar  invitan extranjeros cagan machu picchu abandonar pais partidoojomorado
26918,2,apra congreso mauricio mulder enorme politico salu
24755,1,danielfolivares pasenlo youtube  deberia deberia deberia youtube
20303,1,congreso peru elegira presidido mujer monica saavedra accionpopular centro fluctuante  chavez fuerzapopular derecha radical sorprender francisco sagasti partidomorado centro elastico
17938,2,duda ppc mejores planes gobiernoppc unequipoquejuegalimpio  debatepovperu debatepovperu debateece2020
36186,2,presidente  congreso estara entrevista porpresentando propuestas proyectos ppcun equipo juega limpio peru
7429,2,carmen fujimorismo contigo  defendamos voto naranja gente naranja fuerzacarmen28 fuerzapopular
10601,0,respondera lampazos cupos  maltrato maltrato candidata acusa pedirle dinero maltratarla
35314,0,diariocorreo pongan candidato coenle cresta lanza 2021 belaunde temas cama representantes candidatos belaunde  nivel internacionales pro
635,0,mario  agobio frase dificil chica acerque jajajaja soltera remix aire
35784,0,imagenes muestran julio guzman huyendo incendio departamento miraflores dignas imagenes reales episodio investigation discovery  apuro partido morado
23814,2,martha  hora hora hora chambear gobierno habla vamoskontodo fuerzapopular
17602,2,desterremos vieja clase politica
26715,1,jorge cueva congreso  llegar llegar llegar llegar ciudadano espera generar alianzas politicas partidos alianza progreso partido morado ppc accion popular jorge cueva escobedo candidato congreso partido ava
20965,0,ghilardi veritatisperu  panoramaptv cuarto saldelsol anchebiondi mijaelglp phillipbutters jbcperu apranoe ugluis apra oficial jrmoran10 mahachavezc exitosape noticiamerica milagrosleivag plinio2009 gildatrkovic alvarosarco jorgedcg ottocedrong cobardes proximo presidente comprobado cobarde
17031,2,milagrosleivag milagrosleivag peruanos complices corrupcion votaremos peor alternativa 2016 ppk elecciones 2016 logica salvamos enfermo terminal corrupcion hicimos
22333,2,familia familia familia familia
3568,0,claudiacisneros julioguzmanperu jugada triangular tenia pelota guardadita saca pasa canal  taquito taquito canal intencion bajar
8677,1,daniel mora  jee jee jee jee declaro improcedente pedido exclusion candidatura
8112,1,renuncia  daniel daniel daniel daniel mora denuncias esposa youtube
29286,0,eligebien eleccionescongresales2020  ppc ppc ppc
35883,0,cen  problema huida incendio falta menor pasar tema relacion alto deberia motivar seria evaluacion reivindican feminismo partido
27633,0,democracia  peru peru mamarracho empresario regalar millones dolares influir fuerzapopular
21316,0,dira esposa daniel mora  golpes golpes golpes reales pareja juega rugby  golpes golpes golpes producto
21784,2,peru peru  recuperar confianza instituciones representantes ppc unequipoquejuega
31698,0,perunoticiashoy garcia toma guzman elpartidomorado actuo  deprisa mora
3384,1,guzman manifesto agrupacion lidera solicito formalmente jne exclusion general retiro  extraordinarios
5700,1,alcalde molina alvaro paz barra autoriza trabajos construccion hrs  tranquilidad vecinos denuncias bloquean peru
19529,0,declaracion humilde  habitante mauricio mulder remuneracion 208 953 casa 218 801 casa
4630,2,peru ppc seriamente propuestas concretas  correccixc3xb3n politica creas promete muchounequip
2291,1,enrique chacon financiamiento politico segun financiamiento  subvencionado traves espacios televisivos refiere dineros lobbies empresariales due casinos
904,1,elegira presidido mujer monica saavedra centro fluctuante martha chavez derecha radical sorprender  francisco francisco sagasti centro elastico
2862,0,alerta peruanos prohibido votar blanco viciado voto nulo blanco hora  asignar esca favorecen fuerzapopular apra solidaridadnacional alcanzar valla mantener inscripcion recibirian curules congreso 2020
734,1,agur alcohol lindo duro
10313,1,miembros bancada disuelta  consecuencia partidaria doctrinaria representaba sentir militancia principios deberan responder pais partido actos
10137,1,persona deseos
6090,0,sientese ora solucionaron mayoria infraestructura salvador placas  progreso piense despues criticar presente soluciones
27149,0,manchas palabras valiente hosnetidad  carece mentor mauricio mulder aleo fujimoritas encubrir chavarri hinostrosa regresar congreso sueldo alcance ricocan
2338,1,faltaron faltaron faltaron faltaron hashtags amplio
24161,0,rosabartra miren documento entiendo fujimorinuncamas  keiko keiko fuerzapopular
17878,0,ppc mano actual  desaparicion virtual conversion entelequia caviaraje nacional
15851,2,ancash fuerzapopular seguimos fujimorismounido  en vencido
14955,1,marcelo domingo obligados  contratar contratar malos plantilla imploran congreso actu
22302,2,amigos pavo  buenazo preguntando 1ra
29698,1,vuelvo vuelvo vuelvo vuelvo repito reitero extra snapchat app favorita
7042,0,reafirma actitud politicos atacan carabineros  valparaiso valparaiso culpables justicia actuar
8324,0,hectorbecerrilr representativo personaje verdaderamente significa fujimorismo anda desesperado  mentiras difamando claro opcion vencer corrupcion
3792,2,mabel huertas marcas automaticamente dando chance lista indirectamente voto confianza presidente
13840,2,planta  afuera posiblemente casa vivas
3532,0,barandaizkierda giacomo76 eduardo recoba dices super ofendido llamo  apocado falta integrantes dime andas vera
32756,2,duro  compra ppc plantea sentenciado  compra vuelva peruanomuerte politica corruptounequipoquejuegalimpio debatecec2020
14303,0,habia dormido pelicula  timburton timburton raro
28905,0,izquierda derecha centro cochinada lados debemos unirnos  dejarles dejarles claro ratas casa votaremos dejen pelear
29831,2,comentarios linda graciaaas extra vernos fbc  visto
2965,0,caretas sostuvo  lider lider lider morado cobarde calificado gobernante
21760,1,recorriendo rimac  ppc unquejuegalimpio conversando proyectos ley elp
2752,2,eleccionescongresales2020 eleccionescongresales2020 eleccionescongresales2020 eleccionescongresales2020 marquemos fuerzapopular marquemoslak lima
15841,0,demandante congreso fuerzapopular ricardo vasquez kunze explica votaria
9510,0,bajo vino sentarse preguntarme hora quizas amor vida mire feo
32619,1,lime iguales derecho seguridad  distrito vivas
5462,2,amour amour amour estara llena calorcito lindo felicidad amigas felices amando
24903,0,farandulera riendose desgracia mujer defender corruptos apa asolapadamente quiso entrevista hiciera  peor peruanos
10713,0,alanista mauricio mulder presto participar ridiculo show politico beto ortiz catastrofico  resultado resultado resultado resultado rechazo espectadores abrumador
34363,0,elecciones voto  personas personas personas partidos decepcionado
16969,1,julianaoxenford absolutamente partidos tocado s golpe  naturaleza metan politica campa entrevista candidatos light ligera
2645,2,votare morado espero tipo  gente gente gente gente actitud valentia
7532,0,reunidos mulder beteta  chacon chacon chacon desouza asco cloacas peru unidas mafia solidaridadnacional fuerzapopular apra nuncamas
14947,1,postular exito 2018 regidor lima alianza  francisco villavicencio estrada
24645,0,aleskrause indigna falta  adherencia tomado tontos amerinoreyna partidos politicos
32771,2,ppcperu partido juega limpio  hoyque hoyque hoyque sale palabra dignidadppc partido juega limpio lista jovenes valores politicos mirando plan mirando sacar peru chacra mundo evolucion analogico digital
22922,1,variar lampa nexos fujiaprismo rivera
6525,1,jne debate estaran apra mauricio mulder nidia vilchez  renzo renzo renzo iba
6551,1,excongresistas apra reunen fallo  video video video
6484,0,mauricio mulder jaaaaaa metieron contrabando respetar elecciones internas jaaaas  eligieron
10101,0,peor stalker colega orden restriccion
25669,2,ppc defiende economia social mercado incorporada constitucion ultimos crisis politicas peru crecimiento sostenido defenderemos congresounequipoquejuegalimpio  debatecec2020 debatecec2020 debatecec2020
28648,2,rmapalacios razon accion popular lista candidatos preparacion sacar peru  lodo lodo lodo
31606,1,lamula lamula lamula morado julio guzman indico mora enviar oficio alpartidoy
1857,1,congresistas congresistas congresistas disueltos apra reunen 2do piso cebicheria cerraron local avisaro
17212,1,adivinemos renunciaria presentaria esposa partidaria conferencia prensa fugaria peru  acudira gorriti vizcarra ayuda renunciara
7970,0,politico  ayude encontrar diferencia favor
12776,2,julioguzmanperu julio militantes creemos
29805,0,mario pena frase dificil  acerque jajajaja soltera remix aire
16201,2,fuerzapopular fuerzapopular fuerzapopular fuerzapopular quiero recordarles cuidado izquierda peru deseo cambiar constitucion fuerza popular quedo demostrado peru votemos precaucion
10177,2,probare
15114,1,candidato mauricio mulder partido aprista peruano propone establecimiento senado elegido  electoral unico camara diputados elegida regiones
20607,0,pbodigital pbodigital pbodigital pbodigital colmo sabia golpes esposa
18403,2,quiero preciso sincero termina
15810,2,toca votar partidos esten  vinculados vinculados vinculados mafias vota queda votare
7560,0,urgente abogado fuerzapopular descarto  amedrentado amedrentado testigo conversa
24725,0,brunogesc subestimar  inteligencia inteligencia gente lider julio guzman falto moral etica mentiroso candidatos solucion cambien lider julioguzmanperu renuncie danielfolivares partidomorado
19824,2,recorrido  gracias gracias cari respaldo mostrado
12114,2,carlomagno morado escuchando gente ubican preferencia gracias  ciudadanos ciudadanos
31487,0,caretas lider morado  domingo domingo domingo domingo entrevista programa dominical encarado incidente ocurrido
21092,0,noticiamerica ves borrego abandona partidaria emergencia simple exponiendo vida abandonara peruanos desastres naturales
29220,1,novedad oficial googleads 2020 habilitacion simulador pujas estrategia  roas simulador presupuesto sem ppc marketing descubre
7826,0,jorgelpotter jorgelpotter jorgelpotter tuesta intencion voto morado merito exclusivo candidatos
12569,2,excelente nacional desatado furia corruptos comunistas socialistas  terroristas terroristas
11799,0,mora monton  conchudos conchudos conchudos conchudos salen criticarlo falta mamani salga hombre probo estilo fuerzapopular
16450,1,ideeleradio conductor  derecho derecho comento caso guzman difundido
9434,2,presidente delperu 1hoy  recorrio recorrio recorrio gamarra recibido emocion ciudadanos unequipoquejuegalimpio ppc
12597,0,alberto belaunde alberto esperando renuncia deja ojo morado serio vas seguir  secretario secretario secretario general agresor decepcionaste quedae seria peor dejar seguirte
30937,0,frente amplio consecuencias  importa importa venezuela
18926,1,amigos cuento  representando querido partido debatiendo
6912,0,weones weones weones superan casa
15680,1,comunicar mercedes soriano
27746,1,tema pendiente proximo congreso2020  comicios ortiz zevallos miembro peru propuesto voto fuerzapopular haran candidatos llegar congreso2020 ratificaran iniciaran proceso
34607,2,ana estuvimos temprano mercado unicachi comas recibiendo cari  escuchando necesidades espera larga intensa jornada fuerza fuerzapopular k10 elguardiandelaconstirucion
17470,0,mora renuncia candidatura irrenunciable plazo renunciar vencio diciembre sale electo seria irrenunciable  miente miente pais
33610,1,recorrido bre domingo  gracias apoyo vecinos
25400,0,tramposo tonto julio guzman  huye huye huye huye ampayan
33880,0,raro anoche mauricio mulder votado eliminacion programa waripolera beto ortiz internet registro  foto foto nota apra maneja medios favor
93,2,alguno fuese espero corazon grave
10563,0,caso violencia  ascendiente personal vuelve politico
5272,2,gracias linda feliz navidad disfruta celebra  defensor
29364,2,visto servicio derechomuy bienppcdebateece2020
32580,1,consiguieron  pop julio guzman derechito repisa gracias idea dolivera95
31429,0,obvio ado  aportante keikofujimori cuya esposa hermana directora colegio mujeres
31111,2,fujimorismo vivo  compromiso seguiremos avanzando fuerzapopular limaco lima peru
9138,1,verde verde verde 365 vueltas circuito fondo  ruta ruta exito construccionhuachano ppc
28320,0,aleskrause indigna falta coherencia  ronco tontos amerinoreyna partidos politicos
372,0,lunes lentejas  extra extra extra ando espesado
8351,0,josepimentelali partidomorado julioguzmanperu peru  nombre siembran moretones mujeres
23185,0,claude maurice mulder bedoya alias mauricio mulder forma  despectiva despectiva despectiva lucar mijail garrido lecca invitaaadoo
28476,1,gus ramirez fujiaprismo termino frenteampliope izquierda incluida servidumbres  marisaglave marisaglave indirahuilca coincidencias politica
7438,2,debateece2020 debateece2020 diethell columbus fuerzapopular leygeneraldemineria apostamos mineria responsable
19913,1,pablo ferreri  garcia bajan apoyan candidatura daniel mainez montevideo
1941,1,mauricio mulder rosa bartra martha chavez yeni vilcatoma  glp beingolea
31517,0,elvisocc indicar morado correra  ppc gomeador mujeres secada mora morado
26913,0,campa campa campa campa televisivas prohibidas beto ortiz media hora mauricio mulder haga  campa campa campa campa hable quiera programa practicamente cuestionarlo programa
23328,1,marco ceremonia inauguracion  cxc3xa1mara nacional ctp mauricio mulder saluda delegados apra trabajadores
13765,2,educacion  ajado servicio derechomuy bienppcdebateece2020
8027,1,ursula  vivo mvillalbaperu candidato partidomorado conversar propuestas
4174,2,unica opcion alberto belaunde lejos nro sugerencia  confiable
14096,0,sufriendo sufriendo vivoxelron
29152,0,partidos tradicionales accionpopularppc  apra apra apra furgon cola fujimorismo pruebas votaciones posicion sunedu olvidemos
21070,0,mgarciafreundt civisdiestra deberia preso pronunciado algun colectivo feminista idl filtro lista fundadores desgracia vizcarra  aparece aparece opinando
16682,2,yturbe clase filtro evita  abusadores abusadores mujeres integren listas lista
22141,1,amor vista querer
20700,1,ucinoticias  ucinoticias continuamos dialogo candidatos noche
12967,0,willaxtv julioguzmanperu votas marcas tendras congresoperuasi votes lista dejen sorprender resulta jee responsabilidad partido  caso
10745,0,doble doble doble doble  doble doble doble doble cara ridiculo mauricio mulder julio guzman critico persona  doble doble doble doble cara
31028,2,toca votar partidos esten vinculados mafias vota  aviso votare
4233,2,bambas representan reto oportunidad  apurimac apurimac
30246,0,incluso defino votar fuerza popular apra solidaridad nacional alianza progreso contigo
24847,2,julianaoxenford atvpe resaltar partido morado blinda partido morado exigio daniel mora presentar renuncia  compromiso
5652,0,broder  pinxe pinxe trafico salaverry upc jodas llegar tarde
23917,1,fuerzapopular aparece simulacro votacion  ipsos fernando tuesta estima
9688,0,afligido aburrido perdido quiero desaparecer importara encuentro salida
30377,2,nuy nuy nuy decepcionado actitud julio guzman voto mauricio mulder jenny vilcatoma
10223,2,libro libro libro manos motivo feliz
3922,0,hipocresia antecedentes candidatos arreglada caviares limites  pasa
35359,2,hernunez elcomercio peru accion  perdieron confianza lista opciones excepcion mora renuncio
32915,1,empezo tercer turno acaba ana ambiente  semanas primavera
516,0,4to pais  analfabeto mundo peru
1792,2,deja hablar cojudeces mauricio mulder fiscalizara golpista exigira resuelvan problemas pobres diga gastan miles millones hospitales medicinas escuelas etc  mulder proyectos cojudos
32077,2,milagrosleivag  mora mora renuncio partido  mora morado organizacion pronuncio inmediato leccion partidos politicos blindan afirmando protegen mujer mente votar
26296,0,quieres venir edificio  cuelgan llevan paseando hora
17887,0,creer  protegio familia institucion
32754,1,domingo enero estare entrevista programa cara amp selloa  porconversando propuestas ppcperu unequipoquejuegalimpio
16079,0,2016 mira banda  fuerzapopular asno promueve
2632,0,decada perdida 1980 accion popular apra promedio pbi negativo constitucion  crecimos crecimos crecimos
14964,1,continuo recorrido  fresa reuni vecinos jose carlos mariategui san juan lurigancho
19470,0,mauricio mulder miembro  familia familia adinerada ancestro fundo quimica suiza farmaceutica quicor
11748,0,reitero fuerzapopular puesto habla peor peru electorado mafia felizdomingo
15329,2,mauricio mulder parlamentario aprista catedra  parlamen
20414,1,caretas mora considero dirigentes morado dirigido guzman estrategia
24457,0,palacastrillon oscaorresnews saludos osquitar ira  mora mora basura familia rara
13996,2,inauguro estacionamiento  kennedy gratis habra probarlo bici
17291,0,mejores mejores filtros decian
4472,1,candidato  cxc3xa1mara entrevista
14599,0,seguro ajuste cuentas ademas gobierno quito apoyo  levantan oposicion mayoria polarizar apoyando aliados
16893,0,elcomercio peru simplemente marquen casilleros basta marques voto preferencial tendras congresista justificando  agresion esposa
30268,2,paso elecciones apoyo importante  gracias gracias gracias confianza enero marca alianza progreso escribe numero
30955,0,dejenlo alla  alli defecan destruyen
20671,0,sofiaes75112804 accionpopular elcomercio  peru peru peru ipsos peru peru peru accion popular despues jugada sucia congreso
5533,2,tuve sue  lindo lindo ando ganas
6836,0,diputados diputados diputados aprobaron impulsada gobierno
17338,0,entiendo dmorazevallos renuncio congresista sugiero ana cambie cuentas  imagenes cuentas parecer
9232,2,peruduro corrupcionel  ppc ppc plantea sentenciado corrupcion vuelva peruano
21615,0,pegalones calentones nota toman serio  mujeres mujeres mujeres
26283,0,mario bros cruzo 200 mundos mato 4000 enemigos princesa capaz  mandarle mandarle jodido mensaje idiota
25012,2,uterope  memes memes poniendonos serios
18377,2,have fun antu  deseos
6840,2,boo directo tapujos  voto voto voto voto
13089,0,edmundo aguila partido morado sancochado personas
9816,0,quise  video video video momentos recorde foto
35642,2,datum elecciones congreso votos  validos validos accion popular popular seguir chambeando pais cambiara historia enero
21160,1,rppnoticias mauriciomulder juansheput pasaria regalan  practican pasamonta
5287,2,guerra guerra guerra reality
29504,0,dije debi salir aggggg matenme solol humano  cague cague feo
12650,0,claudiacisneros arenga  historicamente historicamente politicos infieles juzgasemos tendriamos reescribir historia suficiente presidente sacavueltero
18635,0,partido comodin levantado encuestadoras prensa elecciones municipales  clan busca vacar alcaldes incapaces
26804,0,moscoso ningun rojete voto  mauricio mauricio mauricio mulder promete pedir vacancia dictador replantear ley mulder
26534,0,olvidemos voto favor incapacidad temporal presidente vizcarra mercedez  araoz araoz presidenta
35279,0,bluebxy9 cosa llamativa fotos incendio supone cita romantica velas flores corazones habian tupper comida vasos  orgia reunion simple corazones lider
19855,1,informese informese borrachoso escandaloso chongo frenar mejoro
22390,2,espero verte  peru peru peru denuevo solista
30017,0,incautos quieren votar gobierno obras importantes gestion favor lime realmente trascendente  veo veo veo
1366,0,vayas votar mafias acu brujas cachiche  alianza progreso
14571,1,tigrillo navarro universitario  recaudo resultado traumatizante
10987,1,mauricio mulder rosa bartra proponiendo  rechazaron rechazaron reforma politicas planteadas ejecutivo referendum
8280,0,eljorobado blogcyh apellida mora candidato morada esposa morado  dile dile expongas
27391,1,diputada rez  1era marcha cercanias santa lucia genocidio agua quimicos dispararon perdigones carabineros manifestantes coparon monumento pasa leyes
19250,2,mauricio mulder peru revienta teton neo rojocaviar jaime chincha  fiel fiel fiel fiel estilo revolco teton chinch
25420,0,dije prensa entiendo candidatos morados reaccionarios tuiteros recordar populares tecleros politica  conferencia
14638,0,permitido blindaje  partido partido partido partido fijaron posicion corrupcion
12425,1,ucinoticias argollatv ucinoticias  continuamos continuamos continuamos dialogo candidatos noche
13320,2,paramos villa maria triunfo gente cosa  renovar politica
13839,1,vida  debas debas debas ultimas aquello
3751,1,maribeltoledo suene  gracia gracia gracia mediatico muleta desgobierno hersegami probable cree combatir
24171,2,toca peruanos  apoyar democracia apoyemos partidos fuerzapopular apra solidaridad contigo
15782,2,maina poocarrero voz  congreso lima
14902,0,votar fujiapristas  filas filas delincuentes aliados accion popular alianza progreso favor
27432,0,aplaudo pie vecinos veremos tardaran bestias  protegidas protegidas dejarlo peor
7933,2,perunewsale garcia toma guzman elpartido mora morado actuo rapidamente  mora mora victor garcia toma cree ciudada
7307,2,candidato  republica lima amador merino reyna meneses marca escribe numero fuerzapopular limanorte
17320,0,pienso votar partidomorado numero jotamendoza3m conozco campa austera creativa  lleves sentir lambayecanos pleno
22785,1,lalo leon  numero comparte escucha necesidades principales vecinos san juan lurigancho
13521,2,peru ppc opcion  destaca destaca destaca votar enero
5268,2,improvisadamente improvisadamente improvisadamente
21186,0,ursula  moscoso moscoso fuerzapopularpe partido abusadores mujeres
2090,2,domingo votare pasivos apostado lista  cuadros hast
6827,2,mar  amenazas propongo retomar proyecto
75,2,alegre sabado tbm tiempos entro twitter agradable persona vea
29680,1,limitaciones humanas obrar maneras  traves oraciones
15409,1,miraflores excongresistas mauricio mulder karina beteta cecilia chacon rolando souza  yeni yeni yeni yeni vilcatoma reunen conocida cebicheria diario republica
7418,2,eleccionescongresales2020 marquemos fuerzapopular  marquemoslak marquemoslak
14663,0,incautos quieren votar gobierno  importantes gestion favor lime realmente trascendente veo
18669,0,tribunal  constitucional constitucional constitucional declaro infundada demanda competencial disolucion congreso olvidar responsables cierre congreso
17503,1,querida ciudad reyes cumple fundada saludar lime celebrar juntos trabajando conversando ciudadania  serio peru
22118,2,gusto buscamos  personas personas guste interpretacion cosplay gracias
3809,1,pbodigital pbodigital limpido
5016,1,bias apoyo demas mayoria fandom  pos pos
220,2,jodido 2016 lista  venga venga jodidamente
18183,2,ramos agua aceito  llegamos mezclarnos sentimiento mutuo
22397,0,falta acostumbres seguro salir  suicidio suicidio
33991,2,apra oposicion dictaduras tibios votaremos mauricio mulder promete pedir vacancia dictador nuevamente ley mulder ley  anti anti anti mermelada
12785,0,lamula papay seas conchudo regulacion defensa civil recepcion  extintor pregunto tenian jodas alberto belaunde crees gente cojuda creera cuentazo
18196,1,tomandome tomandome tomandome tomandome jarro repleto
25001,2,strongerjota alberto belaunde danielfolivares julioguzmanperu  partido partido partidomorado brotherno candidatoy franja electoral salio hablar dificil decirle julioguzmanperu cagasteda paso costadodemuestra  partido partido partido importante afan presidencial
21336,0,partido morado sinverguenza  infiel esposa mantenia peor fuiste corriendo hotel velar salud acompa
1274,0,edmundo aguila  morado sancochado personas independientes
7347,0,candidato fujimorista queda blanco pleno debate phillipbutters fuerzapopular keikofujimori pesima seleccion candidatos pbodigital  milagrossalazar milagrossalazar mora vizcarra alberto accionpopular peru urgente vitocho
3669,0,jbcperu reyconbarba siiiii chichi cosito chupes  comunistas caviares hueveras entierran
14474,2,dato  pondre pondre practicaaaaaa gracias
21539,0,papay papay papay seas conchudo regulacion defensa civil recepcion debia extintor pregunto tenian jodas alberto belaunde crees gente cojuda creera cuentazo
33789,0,malo ofrezco 500 servicios abogado candidato peru
17440,0,ideal seria morados  julioguzmanperu conscientemente cuestionan herbalife politica
28746,0,repugnancia idl socios
25925,2,fantastico caeli
6481,0,tvperu mauricio mulder  candidato habla democracia asco
19003,1,celeste congresistas  acto popular acuerdan fujimorista fuerza popular alianza progreso alli nomas obstruccionistas hacerle vida imposible gbno favor
16955,0,jorgevillenal  conviccion conveniencia sepultado guzman sepultado
27469,0,wow jamas hubiere esperado  allxc3xa1 aras gigante sorprendiste mujer inteligente cuesta creer cometido error suee diste felicito
9023,2,tanta opciones
18460,2,aun creas dejame decirte  aparentes orgullosa amor puro
4929,2,dios enemigo pone incapie camino  dios
30383,0,acordar salian jorge castillo mauricio mulder apa cojudeces lider salieron  justificar justificar justificar relacion hijo extramatrimonial avergonzado pilar nores vivo directo
194,2,vere vere vere peliii exitos
3351,0,zenaidasolisg congreso entrampe  avance pais votar
24391,0,jbarrionuevog chabelita2020 preocupante  casta politica agarrarsela morado creyendo
15779,1,informese borrachoso  escandaloso escandaloso escandaloso escandaloso chongo frenar mejoro
11796,2,candidato congreso republica lima zuleika benel zevallos marca  numero fuerzapopular
12667,0,diariocorreo pongan candidato coenle cresta lanza 2021 belaunde temas  representantes candidatos belaunde reconocido nivel internacionales pro
16785,0,duda equipo congreso 2020 prueba   corruptos comunistas socialistas terroristas lanzado hienas hambrientas lider julioguzmanperu
22612,2,enfoque genero instrumento cerrar brechas sociedad machista  200 privilegiado tareas hombres distintas mujeres
34298,0,contesta contesta poh moneda doble clara hablando
28366,1,alberto belaunde  opiniones opiniones
26952,1,pasando   sale pregunta omar chehade mauricio mulder
14737,0,votar recuerda votaron fujimoristas apristas acu mantener inmunidad tumbar acuerdos odebrecht  acoger chavarry hinostroza cuellos blancos accion popular corrupta
608,1,martita  casta impredecible coma sopa seca carapulcra
30029,0,peru familia fundador aprovechando oportunistamente fama honestidad fernando belaunde terry corrupcion gobierno complicados  grupos corruptos oficial
23313,1,jne jne debate estaran apra mauricio mulder nidia vilchez renzo iba
29384,2,gusta digan  ppc ppc partido alberto beingolea ppc ppc
5175,2,gracias primito hare presente saludos invitado  puedes puedes vienes
20452,0,esisifo vino formar morado digame cualidades golpeo  mujer mujer mujer infiel embarazo
6938,0,voto farid matuk nro  adoptar compatriotas voto blanco nulo viciado favorece corruptos
20651,2,perunoticiashoy  fabiola fabiola fabiola entra politica responsable actos
11146,0,claro congreso tuvieron gatos jorge  petroaudios petroaudios petroaudios castillo lucina ahorradora leon mauricio empleados fantasmas mulder javier temerario velazquez elecciones pasaran valla electoral vayan buscando firmas reinscribir mafia
2450,2,candidatos  fuerzapopular fuerzapopular
3374,0,renuncia irrevocablemente candidatura  cxc3xa1mara partidomorado rppnoticias canaln politica politica ecpe julioguzmanperu
34724,0,partido  morado morado morado blinda comete delitos fuerzapopular noakeiko fujimorinuncamas
32614,1,candidato congreso  entrevista entrevista
129,1,raro  dando like comentarios octubre recuerda puse
7033,0,enserio argumentar penalizado quemar  capital publica privada plena calle superan
21504,0,tontitos brillante sector  odiadores odiadores odiadores odiadores fuji creen moderados centro izquierda guzman aliado natural peru21noticias
25714,2,arrancar rimacperuppc
27435,2,ley ciudades sostenibles busca recursos  basicos basicos basicos basicos protegidos ciudadanos reciban servicios  basicos basicos basicos basicos
19068,1,asistencia candidata alianza progreso melissa carrion  asistencia video muestra contrario
26894,1,mulder pone sitio faltoso daniel urresti
10097,2,acoger familia bonito corazon agradecido tanta bendicion amado dios
27678,1,eleccionescongresales2020 votenpor fuerzapopular fuerzapopular fuerzapopular fuerzapopular marquemoslak escribe  fuerzapopular fuerzapopular fuerzapopular fuerzapopular
5698,1,candidatos imposible figurar  validos lima
7315,1,rosangella razones luchar  juventud juventud elecciones2020 fuerzapopular fp30 congresodelarepubli
15336,0,nico nico exponerte gente acuerde desgraciadas congresistas delincuentes educacion valores morales todavia pseudo abogado mauricio mulder delincuente ligado mafias apristas
33505,1,numero propuso ala vitocho abogada empresas  espero responda preguntas
21442,1,candidatos candidatos candidatos candidatos
14790,0,historia elijamos  llevaron llevaron llevaron llevaron cierre
13098,0,entendido entendido entendido significado septiembre tramo capitalizar votos pierda viajes viene ayudarlxs ayudarian modifica declaraciones
13317,1,salio prisa julioguzmanperu ultima
33289,2,duda noche  maravillosa maravillosa compa comida bebida perfectas amo familia
22185,0,literal  irme irme irme asalto mes repercute sueldo quincena odio csm
25794,0,creer perro viejito escucha tropieza pasa corremos juntos
15654,0,aca chile  cadxc3xa1ver miserable zurderia
855,0,alejandra extra mundo verano destruye
18335,2,pasar horas  sonreir
23387,0,digo quizas esten  informados informados estudiante derecho ciencias politicas buscar pais claramente ora martha chavez jorge castillo mauricio mulder luciana leon cuanta rata
11785,0,cosa  bodrio fuerzapopular
2858,2,consecuencia decada perdida gobierno accion popular apra turismo supero 200   turistas decada pacifico pais ordeno casa consecuencia llegaron  lon 067   turistas fuerzapopular fujimorismo marca
25918,2,duda duda semana larga mundo bellas
33038,1,fugan fugan fugan fugan presidentes
34787,1,urgente abogado fuerzapopular descarto amedrentado  testigo testigo conversacion roberto yumi yagui proceso aportes absolutamente falso detalles
6416,1,demandante aprista mauricio mulder alo tendencia correctismo politico
10281,1,vuelve feliz elecciones tema personal absurdo  amistad alguien omitido sentencia condenatoria candidato
24056,1,tema  pendiente pendiente pendiente proximo congreso2020 eleccion ortiz zevallos miembro peru propuesto voto fuerzapopular haran candidatos llegar congreso2020 ratificaran iniciaran proceso
27791,2,candidato congreso republica lima  zuleika zuleika benel zevallos marca escribe numero fuerzapopular limanorte
14029,2,dias dias amigos detras sonrisa esperanza avanza actitud
14700,1,minutos saldre  best best cable exponer propuestas legislativas
1108,0,monica saavedra gerenta fiscalizacion municipalidad jesus maria  lista lima acusa supuestas irregularidades tramite licencia laboral
36072,0,webadas vago  alcahuetedelfujiaprismoese alcahuetedelfujiaprismoese ppc
32240,0,adivinen  presentara presentara presentara esposa partidaria conferencia prensa buscara abogado lucar huira peru calmen gorriti vizcarra rescatan renunciaran
4997,0,ganas estrellar ladrillo cabeza jefe tirar puta  ventana quemar
1828,0,reuniones corruptos acostumbrados vivir dinero peruanos object object republica
21995,0,desilusionaron siento herida  angustia
35048,1,panamericanatv morado decidio  julio guzman presidente
29848,2,personas  sobretodo quieren decision pude tomar
23308,2,beto porq estara mulder programa domingo noche volvere sillon  espectar espectar espectar programa eliminaras mauricio bastos despertado demasiado interes escucharlo mauricio programa apago televisor
2606,2,fuerzapopular fuerzapopular fuerzapopular unidos peru
